Start Time,End Time,Text
393.08,399.04,So the name T is separate from the actual object in memory.
399.04,404.28,"In terms of tuples, what that means for us is we can never change the tuple object in memory"
404.28,406.04,once we've created it.
406.04,412.08,"But with lists using the specific operation, this one right here, L square brackets 1 equals"
412.08,418.4,"5, this does allow us to go into memory and literally change that object."
418.40000000000003,421.68,That is associated with the name L.
421.68,423.00000000000006,Is everyone okay with this slide?
423.00000000000006,424.00000000000006,Does this make sense?
424.00000000000006,425.72,"This showcases the difference, right?"
425.72,433.32000000000005,So you need to think about what is the name of the object versus the object itself in memory.
433.32000000000005,434.32000000000005,Okay.
434.32000000000005,440.32000000000005,So that shows you how to create a list and then go ahead and change elements to different
440.32000000000005,442.32000000000005,values within that list.
442.32000000000005,448.36,"But now that we have a list object, right, that we can mutate, other operations we"
448.36,452.24,"can do with it is to, let's say, add more items to the end of the list."
452.24,455.52000000000004,"So we can make the list bigger, right?"
455.52000000000004,460.44,We can mutate the object by doing that using this append function.
460.44,465.84000000000003,Now I'm going to talk about the syntax of the append function in a little bit.
465.84000000000003,470.52000000000004,"But basically, if I want to mutate L to add an item to the end of it, I have to use the"
470.52000000000004,471.52000000000004,syntax.
471.52000000000004,475.88,"There isn't a different form, a different function to do this."
475.88,479.92,So this specific syntax has to be used.
479.92,483.36,A append is basically the function name.
483.36,484.36,Okay.
484.36,491.64,"Element is going to be the parameter, the thing that I want to add on to the end of my list."
491.64,498.12,"And L, the thing before the dot, is going to be the object I want to add the element to"
498.12,500.32,"the end of the list, right?"
500.32,506.92,"So L, in this case, I'm using it generically, but you can imagine creating a list of employees"
506.92,508.44,"in your company, right?"
508.44,509.96,Then you might name that list employees.
509.96,515.08,"In that case, we would say employees dot append, you know, Anna or whatever, right?"
515.08,519.6,"So that L is just kind of generic for now, but it gets replaced with whatever variable"
519.6,521.76,name your list is.
521.76,524.8,So this operation basically mutates the list.
524.8,525.8,Okay.
525.8,530.12,So it mutates it to be one extra element longer.
530.12,533.24,And the element you're adding to the end of the list to the right-hand side of the list
533.24,537.76,is going to be whatever is in the parentheses to append.
537.76,539.08,So let's look at an example.
539.08,543.52,So we're going to create L is equal to 213 in memory.
543.52,549.08,"And then let's say we do L dot append 5, all right?"
549.08,555.36,"Well, this line of code says look up L. It's this object in memory here, 213."
555.36,558.52,And add the object 5 to the end of it.
558.52,560.52,So I'm going to add the 5 to the end of the list.
560.52,563.92,"Now it's no longer three elements long, it's four elements long."
563.92,568.64,"And again, I didn't make a copy, I didn't preserve the original list with just 213 in it."
568.64,571.36,I have literally changed this list in memory.
571.36,574.68,That's referenced by L.
574.68,580.96,Now this function append is being used basically for its side effect.
580.96,586.56,And the side effect here is mutating the list.
587.4000000000001,593.24,"After the function adds the 5 in this particular case to the end of the list,"
593.24,596.5200000000001,the function doesn't need to return anything back.
596.5200000000001,599.7600000000001,It's basically done its job to do the mutation.
599.7600000000001,604.9200000000001,And so functions like append and we're going to see other functions later
604.9200000000001,608.48,"don't have any return value, okay?"
608.48,614.36,So one really common mistake as we're kind of learning about mutable objects
614.36,617.28,"and using these functions that mutate is to say, well,"
617.28,621.24,"I'm going to do L. append 5 and save this,"
621.24,626.04,"the result of this function, it back into the variable named L."
626.04,627.28,And this would be incorrect.
627.28,631.6800000000001,"So let's see if we do this line of code, what exactly will happen?"
631.6800000000001,633.16,So it's an assignment.
633.16,637.5600000000001,So the first thing we do is we look at the right hand side and we evaluate that.
637.5600000000001,640.96,"Well, the right hand side basically says L. append 5,"
640.96,643.48,which is exactly the same as the previous line.
643.48,648.48,"So we're going to put another 5 to the end of our currently mutated list,"
648.48,652.96,"right, just kind of going with these operations in order."
652.96,656.36,"And then I said this function, this append function,"
656.36,660.64,has done its job to mutate the list by adding a 5 to the end of it.
660.64,662.08,So it returns nothing.
662.08,666.52,There's nothing of value that it could return because it already did its job of mutation.
666.52,669.96,So it actually returns none.
669.96,675.48,"So the assignment, the equal sign, then basically says take the name L"
675.48,679.88,"and bind it to the return of this function, L. append 5."
679.88,684.0,"Well, the return of the function is none, so basically now we're losing the binding"
684.0,688.84,"from 2, 1, 3, 5, 5, which was our mutated list,"
688.84,692.32,"and rebinding it to the return, not."
692.32,698.2800000000001,So that is an incorrect way to do the mutation of adding an item to the end of the list.
700.44,702.5600000000001,Everyone okay with that so far?
702.5600000000001,704.08,"Yes, okay, excellent."
704.08,706.52,So what should we have done instead?
706.52,710.76,"Sorry, yes, be careful about the append operation, right?"
710.76,714.52,"You're doing a mutation and you return none as a result, right?"
714.52,718.64,So you do not want to re-save this to any variable.
718.64,724.2800000000001,"So instead, what we would do is we would just do the operation, right?"
724.2800000000001,728.44,"There's nothing to save, nothing to save in any return variable."
728.44,733.8000000000001,"So if you wanted to add 2, 5s to the end of that list, you would just say L. append 5 again,"
733.8000000000001,739.0,"and L would then have been mutated to be 2, 1, 3, 5, 5."
739.0,743.6,"And so in your code, if you just print L in between these appends,"
743.6,749.4000000000001,"if you printed L in between, after the first append 5, it would print this 2, 1, 3, 5,"
749.4000000000001,754.2,"and then if we print L after the second append 5, it would print 2, 1, 3, 5, 5, right?"
754.2,758.24,"Because it's kind of an ongoing operation, it's mutating this list"
758.24,762.52,and now you're doing operations on the newly mutated list.
762.52,764.72,"Everyone, yeah."
764.72,770.0,"So the element can be only use 1 integer to be 2, 5, 5."
770.0,772.44,"For the element, do you have to do 1 integer?"
772.44,774.12,"Can you use 5, 5?"
774.12,778.44,So the append only works with one thing.
778.44,783.92,"So if you wanted to append a tuple, you could append 1 tuple object"
783.92,787.96,"that has many things in it, but it would just append that 1 tuple."
787.96,791.2800000000001,"And we're going to see towards the end of this lecture, an operation that allows us"
791.2800000000001,794.76,to extend the list by a bunch of items.
794.76,798.9200000000001,"But there is a way, just not with append."
798.9200000000001,799.9200000000001,Yeah.
799.9200000000001,806.0,"So the other thing, this operation always returns none, right?"
806.0,809.48,"L dot append 5 or whatever, the append always returns none."
809.48,812.12,"But here, it's just sitting on a line by itself."
812.12,814.88,"We're not saving it back to anything, right?"
814.88,819.36,"In the previous one, we took the return and saved it back into L."
819.36,822.92,And that's why we lost the binding to the actual list.
826.4,829.64,So what we usually say is that we use append
829.64,832.56,and a bunch of these other mutable functions for their side effects.
832.56,837.52,And the side effect in this case is to mutate the object
837.52,839.52,"that I'm calling the append on, right?"
839.52,847.96,"In this case, the list named L. So let's have you think about this problem."
847.96,851.8,"And while you do it, and then we can write it on the board together."
851.8,856.8,"So as we go through these lines of code, one at a time,"
856.8,862.0,what will the values of the lists become?
862.0,866.12,"So L1 is the string ray, L2 is me, L3 is dou."
866.12,868.52,"What is L4 going to be, right?"
868.52,871.52,"With that line, L4 equals L1 plus L2."
871.52,872.52,Anyone know?
877.0,878.0,What's the type?
881.3199999999999,882.52,"It's concatenation, right?"
882.52,885.48,So concatenation with lists is like concatenation with strings.
885.48,886.48,Yes?
886.48,887.48,Yes.
887.48,888.88,Yep.
888.88,891.6,What are the elements in it?
891.6,892.6,Yep.
895.6,896.6,Yep.
896.6,897.96,Exactly.
897.96,901.0400000000001,"I'm not going to do the strings, but you know what I mean."
901.0400000000001,907.64,"All right, so L4 with that line is just these two elements in a new list."
907.64,913.48,"Now, what happens to, with the next line, L3 dot append L4?"
913.48,914.6800000000001,Which one gets mutated?
914.6800000000001,918.24,L3 or L4?
918.24,920.0,"L3 gets mutated, exactly."
920.0,924.0400000000001,And what does it get mutated to?
924.04,927.28,So L3 originally has dou in it.
927.28,929.5999999999999,What am I adding to the end of L3?
935.4399999999999,938.64,You mean that there are little lengths left.
938.64,939.28,Exactly.
939.28,941.04,"Yes, I'm adding one item, right?"
941.04,943.04,And it's linked to the question that was here.
943.04,944.3199999999999,What am I appending?
944.3199999999999,945.48,I'm appending one item.
945.48,948.04,It's whatever L4 is.
948.04,951.1999999999999,"And L4 is this list, so I'm going to be adding right"
951.2,954.72,and me within my list here.
954.72,957.72,"And I've got to close this list here, right?"
957.72,960.12,"So this is one item, one object, one element,"
960.12,964.2,and this is another element right here.
964.2,968.76,"It just happens to be a list, OK?"
968.76,969.96,What about the next line?
969.96,972.12,L equals L1 dot append 3.
972.12,976.6800000000001,What is the right-hand side going to give me?
976.6800000000001,980.84,Am I mutating L1 or L3?
980.84,981.72,Yes.
981.72,983.72,And what am I mutating L1 to be?
983.72,985.12,L1 is originally ray.
985.12,986.6,And what am I adding to the end of it?
991.1600000000001,992.0400000000001,"Yeah, exactly."
992.0400000000001,994.9200000000001,"This L3, which is this big thing here, right?"
994.9200000000001,998.36,"So it's a list with two elements,"
998.36,1002.0,"the first one being a string, and the second one being"
1002.0,1006.32,another list like that.
1006.32,1007.6800000000001,So that's the right-hand side.
1007.6800000000001,1009.5600000000001,And then what is the left-hand side going to be?
1009.5600000000001,1011.44,And what is L going to be?
1011.44,1020.12,"Yeah, exactly, yeah, exactly, OK."
1020.12,1022.5600000000001,"So now that we've introduced mutable objects,"
1022.5600000000001,1025.0800000000002,"we have to be careful about what functions we're using,"
1025.0800000000002,1027.24,"some of them mutate the list, right?"
1027.24,1028.8,And don't return anything.
1028.8,1030.2,"Append is one of them, and we're going"
1030.2,1032.8,to see a few more in today's lecture.
1032.8,1037.0800000000002,"So these functions are just being used for their side effect,"
1037.08,1040.4399999999998,they mutate the thing you're calling the function on.
1040.4399999999998,1041.72,And that's it.
1041.72,1043.8,They don't need to return anything.
1043.8,1045.04,They don't need to return anything.
1045.04,1050.32,They have done their job purely by the mutation aspect of it.
1050.32,1053.9199999999998,So I want to just quickly make an aside
1053.9199999999998,1060.9199999999998,on this dot notation that we've introduced with this append function.
1060.9199999999998,1064.32,This is something we haven't actually seen before.
1064.32,1068.04,But it's something that we will learn about in the future
1068.04,1070.6399999999999,when we create our own object types.
1070.6399999999999,1072.3999999999999,"So right now, we're using object types"
1072.3999999999999,1075.6399999999999,"as somebody else wrote, like a list or a two-bowl or something"
1075.6399999999999,1076.08,like that.
1076.08,1078.2,"But in a future class, we're going to learn"
1078.2,1080.8,how to create our own object types.
1080.8,1084.6799999999998,"And when we do, we're going to use this dot notation a lot."
1084.6799999999998,1087.4399999999998,"But for now, you basically just kind of have"
1087.4399999999998,1091.08,to remember which functions use dot notation and which don't.
1091.08,1092.6,But I'll give you a little bit of intuition
1092.6000000000001,1097.5200000000002,for what this dot notation actually means.
1097.5200000000002,1099.1200000000001,So everything in Python is an object.
1099.1200000000001,1102.44,And then we have objects in Python.
1102.44,1108.4800000000002,The idea here is that the objects that you have have data
1108.4800000000002,1109.6000000000001,associated with them.
1109.6000000000001,1112.0800000000002,So what kind of what makes up the object?
1112.0800000000002,1114.2400000000002,And they have certain behaviors.
1114.2400000000002,1116.96,So we touched upon this on maybe the first lecture
1116.96,1120.4800000000002,where we said things you can do with integers
1120.48,1123.28,are different than the things you can do with strings.
1123.28,1125.24,That's pretty clear.
1125.24,1129.56,And that's different than the things you can do with lists.
1129.56,1131.76,And so the kinds of things that you could do
1131.76,1134.28,with each one of these object types differs depending
1134.28,1135.68,on the type.
1135.68,1138.88,"And at its core, everything can be written"
1138.88,1140.76,in terms of this dot notation.
1140.76,1143.52,"But some of the more common operations,"
1143.52,1145.08,like getting the length of something
1145.08,1149.6,"or adding two numbers together, we do them"
1149.7600000000002,1152.2,"in this shorthand notation, like using the plus operator"
1152.2,1153.6000000000001,or using the length.
1153.6000000000001,1157.16,"But at their core, we can take all of those operations"
1157.16,1159.16,and convert them to a dot notation.
1159.16,1160.5600000000002,We're not doing this today.
1160.5600000000002,1162.96,But that's what we can do.
1162.96,1164.72,"And so when we see this dot notation,"
1164.72,1166.64,"the way we usually read it is we say,"
1166.64,1168.44,"well, what's to the left of the dot?"
1168.44,1170.0800000000002,"It's going to be our object, the thing"
1170.0800000000002,1172.4800000000002,that we want to do an operation on.
1172.4800000000002,1176.16,"In this particular case, it's a list named L."
1176.16,1179.4,But it could be a list named employees or words
1179.4,1183.44,or whatever book or whatever the list contains.
1183.44,1186.0800000000002,Whatever the list name is.
1186.0800000000002,1189.1200000000001,The dot then comes for the dot notation.
1189.1200000000001,1190.96,And then the thing on the right hand side
1190.96,1192.76,is going to be the operation that you
1192.76,1196.68,want to perform on the object to the left of the dot.
1196.68,1200.2800000000002,"So the operation, if you basically cover up L dot,"
1200.2800000000002,1202.44,the operation looks just like a function.
1202.44,1205.68,It's append parentheses some parameters.
1205.68,1208.64,And so the operation is basically just a function
1208.64,1212.2800000000002,"that you want to run on an object of type list,"
1212.2800000000002,1217.0400000000002,"this specific object named L. And you can see it has a name,"
1217.0400000000002,1219.76,"append, and it has parameters or arguments."
1219.76,1224.2,"In this case, it's the thing you want to add to the end of the list."
1224.2,1226.96,"So again, unfortunately, at this point in the class,"
1226.96,1230.1200000000001,you just have to remember which functions are dot notation
1230.1200000000001,1231.48,and which ones are not.
1231.48,1235.0800000000002,But it will become clear what this dot notation actually
1235.0800000000002,1238.4,means towards the end of the class.
1238.4,1242.44,So let's have you work on this little code here.
1242.44,1244.44,"It's going to use append, obviously,"
1244.44,1246.76,and it's going to have you create a list.
1246.76,1249.16,So the name of the function you should make here
1249.16,1250.4,is called make ordered list.
1250.4,1253.2800000000002,"And it takes in one parameter, an integer n."
1253.2800000000002,1254.68,It's positive.
1254.68,1261.68,And I want you to create for me a list that has all of the integers
1261.68,1266.6000000000001,from 0 all the way up to an including n inside that list in order.
1266.6000000000001,1274.92,"So as an example down in here, around 34, right?"
1274.92,1277.1200000000001,"If we call make ordered list with 6,"
1277.1200000000001,1282.1200000000001,it's going to create for us this list inside the function
1282.1200000000001,1286.1200000000001,"and return this list, right?"
1286.1200000000001,1287.68,"So a couple minutes to work on that,"
1287.68,1288.8400000000001,and then we can write it together.
1291.8400000000001,1296.0000000000002,"All right, what's the first thing we should do here?"
1296.0,1300.36,Or how would you approach this problem?
1300.36,1302.04,Yes.
1302.04,1304.44,You want to create an empty list?
1304.44,1307.36,What do you want to name it?
1307.36,1310.16,You named it list.
1310.16,1312.8,"List is an OK name, but notice list is also"
1312.8,1315.2,the type of the object.
1315.2,1318.2,So I would refrain from naming anything
1318.2,1320.84,things that change color.
1320.84,1325.72,"So we can use l or my list or whatever, something else."
1325.72,1327.96,"My list is an empty list, all right?"
1327.96,1329.52,"So it's originally empty, and now we"
1329.52,1331.28,need to populate it with some stuff.
1334.64,1335.96,You want to go ahead?
1335.96,1338.76,Make a for loop that goes over what?
1342.96,1346.76,"Yep, 0 to n plus 1, exactly, because we need our boundary"
1346.76,1351.2,"to go up to an including n, perfect."
1351.2,1356.92,"So now that I've got i changing to be 0 than 1, then 2, then 3,"
1356.92,1361.1200000000001,what do I need to do to my list?
1361.1200000000001,1362.64,"Yeah, exactly, append i."
1362.64,1365.4,"So my list, right, is the name of the list I've created,"
1365.4,1372.24,"dot append i, OK?"
1372.24,1374.52,"The last thing, return the list, right?"
1374.52,1377.0800000000002,So return my list.
1377.08,1379.4399999999998,So run it.
1379.4399999999998,1380.8799999999999,Perfect.
1380.8799999999999,1386.32,"If we change this to 2, still works, OK?"
1386.32,1389.56,"So just testing it out with a couple different inputs,"
1389.56,1391.8,just to make sure it works.
1391.8,1394.6799999999998,Questions about this code?
1394.6799999999998,1395.6799999999998,Yeah?
1395.6799999999998,1398.48,Is the 0 necessary for range?
1398.48,1399.48,Is it 0?
1399.48,1401.28,The 0 is not necessary in the range.
1401.28,1403.08,"Yeah, it defaults to 0, exactly."
1408.08,1412.32,"OK, we're not done yet."
1412.32,1413.6799999999998,You have more writing to do.
1413.6799999999998,1418.1599999999999,So let's write a slightly different function now called
1418.1599999999999,1420.04,removelm.
1420.04,1421.6,It takes in two parameters.
1421.6,1424.84,"The first one is a list, right?"
1424.84,1429.1599999999999,And the second one is going to be just some variable.
1429.1599999999999,1433.12,"It could be an integer, it could be a string, it could be whatever."
1433.1200000000001,1437.7600000000002,"And what the function should do is create a new list,"
1437.7600000000002,1442.88,"populate it with the same elements of l in the same order,"
1442.88,1446.64,"but exclude the ones that are equal to e, OK?"
1446.64,1448.72,"So you don't want to include the ones that are equal to e,"
1448.72,1451.48,otherwise keep everything in the original list
1451.48,1454.2,"l in the same order, OK?"
1454.2,1460.5200000000002,"So as an example here, if our input list is 1, 2, 2, 2, 2,"
1460.52,1464.32,"and I call the function with l and 2,"
1464.32,1468.2,the list that this function returns to just contain
1468.2,1470.68,"one element in it, just the one, right?"
1473.92,1477.4,"So that, try your code for the next couple of minutes"
1477.4,1479.92,"around line 50, and then we can write it together."
1482.92,1485.28,All right.
1485.28,1486.28,How can we start?
1491.16,1492.16,Yes.
1497.16,1498.16,Yes.
1498.16,1500.68,I can't even do this.
1500.68,1502.92,"Yep, what did you name it?"
1502.92,1506.16,Cool.
1506.16,1509.32,"What did you make it be, empty, empty list, OK?"
1515.32,1516.0,Yep.
1516.0,1518.4,"So for i in l, OK."
1518.4,1521.2800000000002,"And at this point, I would make a note for myself,"
1521.2800000000002,1526.0,"because you use i, which in my brain means index."
1526.0,1529.8000000000002,"But I would make a note for myself that i is maybe 1,"
1529.8000000000002,1532.76,"then 2, then 2, then 2, just according"
1532.76,1534.76,to this first example.
1534.76,1539.1200000000001,"So if I'm reading the code, I will remember"
1539.1200000000001,1540.96,"that it's not the index, but go on."
1540.96,1542.96,So for i in l directly.
1549.4,1550.4,Like this?
1550.4,1552.4,Yeah.
1552.4,1553.4,OK.
1560.4,1562.4,Yeah.
1562.4,1563.4,OK.
1563.4,1568.16,And then that's a good return list.
1568.16,1569.64,OK.
1569.64,1570.64,Let's try it.
1571.64,1572.64,OK.
1576.64,1577.64,Yeah.
1577.64,1578.92,So e is not a list.
1578.92,1583.72,"e is going to be an element, right?"
1583.72,1585.2800000000002,So that's my bad.
1585.2800000000002,1586.6000000000001,I should have put this in here.
1586.6000000000001,1591.76,e is an object or something.
1591.76,1596.24,"It could be a list, but then I would"
1596.24,1600.24,be looking for that exact list as a sub element.
1600.24,1603.76,So maybe we think of e as an object like 5 or something
1603.76,1604.96,like that.
1604.96,1606.96,i equals equal to e.
1606.96,1608.24,Yeah.
1608.24,1612.24,Not equal to e.
1612.24,1615.36,"So if I'm just looking for that element directly,"
1615.36,1618.0,I want i to be not equal to e.
1618.0,1620.84,"In which case, I keep the element in my new list."
1620.84,1624.56,"So if we run that, that gives me 1."
1624.56,1627.4,"According to this, it looks like it's correct."
1627.4,1630.88,And then we can run it with these other two cases.
1630.88,1633.88,"So here, I'm removing the element 1, right?"
1633.88,1638.1200000000001,"So I'm going to keep 2, 2, 2 as my returned list."
1638.1200000000001,1642.16,"And here, I'm removing 0, which doesn't exist in my list at all."
1642.16,1646.6000000000001,"So it should just keep, and it does, my original list unchanged."
1649.8400000000001,1651.92,Any questions about this example?
1651.92,1653.2,Anyone try it a different way?
1657.8400000000001,1658.8400000000001,OK.
1664.8400000000001,1665.3200000000002,All right.
1665.3200000000002,1669.72,"So other useful list operations, we can convert strings"
1669.72,1673.0400000000002,to lists and then lists back to strings.
1673.0400000000002,1678.76,This is very useful when you're reading in text or something
1678.76,1679.88,like that to a function.
1679.88,1683.2,"It's going to be useful for problem set 3, so on and so on."
1683.28,1687.0800000000002,So let's first see how we can take a string of s
1687.0800000000002,1688.32,and convert it to a list.
1688.32,1695.0800000000002,"So if we just cast s to a list, the way we used to cast the number"
1695.0800000000002,1698.3600000000001,"5 to a float, we would just say float parentheses 5."
1698.3600000000001,1700.92,"Well, we can take a list and cast it to a list"
1700.92,1704.1200000000001,by saying list parentheses s.
1704.1200000000001,1708.44,"And if we cast it like this, Python takes every single character"
1708.44,1712.72,in s and makes it be a separate element in a list.
1712.72,1716.3600000000001,"So you can see here I've got this string i, heart, cs, and u."
1716.3600000000001,1719.44,"It makes for me a list where every single character,"
1719.44,1722.2,"including the space and all the special characters,"
1722.2,1726.56,becomes a separate entry in my list.
1726.56,1727.92,That's not that useful.
1727.92,1730.32,"I mean, it can be, but it's not that useful."
1730.32,1734.2,What is more useful is to take an input string
1734.2,1736.92,and split it on a particular character.
1736.92,1740.52,So one very common character that we would split on is the space.
1740.52,1743.28,"And if we do something like that, it basically"
1743.28,1749.48,"extracts from us from our string all of the individual words, which is pretty useful."
1749.48,1753.24,So here I've got s dot split.
1753.24,1756.68,"And in parentheses, I've got the character I want to split on,"
1756.68,1758.84,this particular case of space.
1758.84,1761.04,"So if I take s and I split on the space,"
1761.04,1764.0,Python will go from the beginning of the list to the first space.
1764.0,1767.44,Make that be one element in a list.
1767.44,1770.48,It'll go from the first paste in the next space in my string
1770.48,1772.76,and make that be the next element in the list.
1772.76,1775.08,And so on and so on until it gets to the end of the list
1775.08,1778.84,and makes that last bit the last element in my list.
1778.84,1786.64,"So here when I've split on the space, I've got three base words, quote unquote words."
1786.64,1788.88,I heart is going to be one.
1788.88,1791.16,And there it is as my first entry.
1791.16,1795.0,"CS is in between these two spaces, and that's my next entry."
1795.0,1799.1200000000001,And you question mark is my last entry here.
1799.1200000000001,1801.48,So this is a very useful function.
1801.48,1804.1200000000001,We can of course split on any character we'd like.
1804.1200000000001,1807.0800000000002,So here I am splitting on the less than character.
1807.0800000000002,1808.3600000000001,"So if I, there's only one."
1808.3600000000001,1812.8000000000002,"So if I split on the less than character, one element in my resulting list"
1812.8000000000002,1814.5600000000002,is just the capital I.
1814.5600000000002,1817.7600000000002,And the remaining element in my resulting list
1817.7600000000002,1820.68,is the three space CS and U. And there it is right there.
1825.2,1829.0000000000002,"All right, so once we have a list,"
1829.0,1830.68,we can also go backward.
1830.68,1833.72,We can take this list and convert it back to strings.
1833.72,1838.84,So we use this join function here.
1838.84,1841.68,And the thing before the dot is going to be what character
1841.68,1844.52,you want to join the list elements with.
1844.52,1848.56,And this is the list you want to join back into a string.
1848.56,1850.2,So let's look at an example.
1850.2,1857.44,"So let's say I have list L that has three entries in it, A, B, and C."
1857.44,1860.8,"If I join on the empty string, so here,"
1860.8,1863.2,"this is just quote, quote, right beside each other."
1863.2,1865.2,There's no space or anything in there.
1865.2,1868.64,That's going to take for me all the elements in the list L
1868.64,1873.4,"and join them together as one, nothing in between the A or A, B, and C."
1873.4,1876.0800000000002,And that brings this operation here will basically
1876.0800000000002,1880.76,"make for me A, B, the string A, B, C."
1880.76,1883.8400000000001,"If I join on an underscore, you might have guessed,"
1884.5600000000002,1887.88,"join A, B, and C with an underscore in between each character."
1887.88,1890.4800000000002,"So there it is, A underscore, B underscore, C."
1890.4800000000002,1893.88,You can join on any character you'd like.
1893.88,1895.64,"I don't know if you can join on multiple characters,"
1895.64,1896.8000000000002,but I don't see why not.
1896.8000000000002,1899.88,You could try this out on your own.
1899.88,1905.4,Join only works with lists that contain only string elements.
1905.4,1909.96,So if we try to join a list that has just integers
